Year,Month,Risk
Year 2021,Mar,0.445
Year 2021,Mar,0.445
Year 2021,Mar,0.445
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.43
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.46
Year 2021,Mar,0.5
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.405
Year 2021,Mar,0.405
Year 2021,Mar,0.405
Year 2021,Mar,0.43
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.405
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.41
Year 2021,Mar,0.41
Year 2021,Mar,0.45
Year 2021,Mar,0.445
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.43
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.5
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.4
Year 2021,Mar,0.38
Year 2021,Mar,0.4
Year 2021,Mar,0.405
Year 2021,Mar,0.405
Year 2021,Mar,0.38
Year 2021,Mar,0.38
Year 2021,Mar,0.45
Year 2021,Mar,0.41
Year 2021,Mar,0.36
Year 2021,Mar,0.34
Year 2021,Mar,0.37
Year 2021,Mar,0.41
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.445
Year 2021,Mar,0.49
Year 2021,Mar,0.49
Year 2021,Mar,0.46
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.38
Year 2021,Mar,0.375
Year 2021,Mar,0.38
Year 2021,Mar,0.38
Year 2021,Mar,0.38
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.39
Year 2021,Mar,0.34
Year 2021,Mar,0.33
Year 2021,Mar,0.325
Year 2021,Mar,0.33
Year 2021,Mar,0.34
Year 2021,Mar,0.37
Year 2021,Mar,0.41
Year 2021,Mar,0.41
Year 2021,Mar,0.48
Year 2021,Mar,0.5
Year 2021,Mar,0.47
Year 2021,Mar,0.43
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.335
Year 2021,Mar,0.305
Year 2021,Mar,0.305
Year 2021,Mar,0.305
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.35
Year 2021,Mar,0.34
Year 2021,Mar,0.34
Year 2021,Mar,0.495
Year 2021,Mar,0.48
Year 2021,Mar,0.455
Year 2021,Mar,0.425
Year 2021,Mar,0.425
Year 2021,Mar,0.38
Year 2021,Mar,0.375
Year 2021,Mar,0.395
Year 2021,Mar,0.395
Year 2021,Mar,0.395
Year 2021,Mar,0.395
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.305
Year 2021,Mar,0.28
Year 2021,Mar,0.28
Year 2021,Mar,0.28
Year 2021,Mar,0.305
Year 2021,Mar,0.325
Year 2021,Mar,0.31
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.5
Year 2021,Mar,0.455
Year 2021,Mar,0.47
Year 2021,Mar,0.425
Year 2021,Mar,0.425
Year 2021,Mar,0.395
Year 2021,Mar,0.395
Year 2021,Mar,0.42
Year 2021,Mar,0.42
Year 2021,Mar,0.42
Year 2021,Mar,0.42
Year 2021,Mar,0.395
Year 2021,Mar,0.395
Year 2021,Mar,0.28
Year 2021,Mar,0.295
Year 2021,Mar,0.275
Year 2021,Mar,0.255
Year 2021,Mar,0.28
Year 2021,Mar,0.305
Year 2021,Mar,0.28
Year 2021,Mar,0.305
Year 2021,Mar,0.325
Year 2021,Mar,0.36
Year 2021,Mar,0.45
Year 2021,Mar,0.475
Year 2021,Mar,0.425
Year 2021,Mar,0.445
Year 2021,Mar,0.4
Year 2021,Mar,0.42
Year 2021,Mar,0.425
Year 2021,Mar,0.445
Year 2021,Mar,0.445
Year 2021,Mar,0.425
Year 2021,Mar,0.42
Year 2021,Mar,0.42
Year 2021,Mar,0.255
Year 2021,Mar,0.26
Year 2021,Mar,0.235
Year 2021,Mar,0.27
Year 2021,Mar,0.255
Year 2021,Mar,0.28
Year 2021,Mar,0.295
Year 2021,Mar,0.32
Year 2021,Mar,0.305
Year 2021,Mar,0.325
Year 2021,Mar,0.39
Year 2021,Mar,0.475
Year 2021,Mar,0.445
Year 2021,Mar,0.45
Year 2021,Mar,0.42
Year 2021,Mar,0.425
Year 2021,Mar,0.445
Year 2021,Mar,0.47
Year 2021,Mar,0.47
Year 2021,Mar,0.445
Year 2021,Mar,0.445
Year 2021,Mar,0.425
Year 2021,Mar,0.27
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.255
Year 2021,Mar,0.23
Year 2021,Mar,0.255
Year 2021,Mar,0.28
Year 2021,Mar,0.285
Year 2021,Mar,0.3
Year 2021,Mar,0.325
Year 2021,Mar,0.375
Year 2021,Mar,0.495
Year 2021,Mar,0.47
Year 2021,Mar,0.45
Year 2021,Mar,0.445
Year 2021,Mar,0.445
Year 2021,Mar,0.45
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.47
Year 2021,Mar,0.47
Year 2021,Mar,0.445
Year 2021,Mar,0.275
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.23
Year 2021,Mar,0.245
Year 2021,Mar,0.23
Year 2021,Mar,0.255
Year 2021,Mar,0.275
Year 2021,Mar,0.3
Year 2021,Mar,0.345
Year 2021,Mar,0.335
Year 2021,Mar,0.5
Year 2021,Mar,0.455
Year 2021,Mar,0.47
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.47
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.47
Year 2021,Mar,0.275
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.225
Year 2021,Mar,0.23
Year 2021,Mar,0.245
Year 2021,Mar,0.25
Year 2021,Mar,0.275
Year 2021,Mar,0.3
Year 2021,Mar,0.33
Year 2021,Mar,0.325
Year 2021,Mar,0.42
Year 2021,Mar,0.49
Year 2021,Mar,0.495
Year 2021,Mar,0.47
Year 2021,Mar,0.47
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.275
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.225
Year 2021,Mar,0.225
Year 2021,Mar,0.27
Year 2021,Mar,0.25
Year 2021,Mar,0.275
Year 2021,Mar,0.28
Year 2021,Mar,0.305
Year 2021,Mar,0.325
Year 2021,Mar,0.34
Year 2021,Mar,0.4
Year 2021,Mar,0.42
Year 2021,Mar,0.395
Year 2021,Mar,0.435
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.455
Year 2021,Mar,0.455
Year 2021,Mar,0.455
Year 2021,Mar,0.455
Year 2021,Mar,0.275
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.225
Year 2021,Mar,0.245
Year 2021,Mar,0.255
Year 2021,Mar,0.27
Year 2021,Mar,0.295
Year 2021,Mar,0.295
Year 2021,Mar,0.28
Year 2021,Mar,0.325
Year 2021,Mar,0.305
Year 2021,Mar,0.335
Year 2021,Mar,0.34
Year 2021,Mar,0.435
Year 2021,Mar,0.405
Year 2021,Mar,0.475
Year 2021,Mar,0.455
Year 2021,Mar,0.45
Year 2021,Mar,0.43
Year 2021,Mar,0.43
Year 2021,Mar,0.43
Year 2021,Mar,0.275
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.225
Year 2021,Mar,0.25
Year 2021,Mar,0.27
Year 2021,Mar,0.315
Year 2021,Mar,0.3
Year 2021,Mar,0.32
Year 2021,Mar,0.295
Year 2021,Mar,0.285
Year 2021,Mar,0.3
Year 2021,Mar,0.305
Year 2021,Mar,0.345
Year 2021,Mar,0.35
Year 2021,Mar,0.4
Year 2021,Mar,0.475
Year 2021,Mar,0.45
Year 2021,Mar,0.43
Year 2021,Mar,0.405
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.255
Year 2021,Mar,0.25
Year 2021,Mar,0.225
Year 2021,Mar,0.245
Year 2021,Mar,0.25
Year 2021,Mar,0.275
Year 2021,Mar,0.305
Year 2021,Mar,0.34
Year 2021,Mar,0.325
Year 2021,Mar,0.32
Year 2021,Mar,0.295
Year 2021,Mar,0.28
Year 2021,Mar,0.32
Year 2021,Mar,0.31
Year 2021,Mar,0.345
Year 2021,Mar,0.4
Year 2021,Mar,0.435
Year 2021,Mar,0.45
Year 2021,Mar,0.445
Year 2021,Mar,0.42
Year 2021,Mar,0.405
Year 2021,Mar,0.4
Year 2021,Mar,0.27
Year 2021,Mar,0.25
Year 2021,Mar,0.245
Year 2021,Mar,0.25
Year 2021,Mar,0.27
Year 2021,Mar,0.275
Year 2021,Mar,0.3
Year 2021,Mar,0.33
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.32
Year 2021,Mar,0.295
Year 2021,Mar,0.305
Year 2021,Mar,0.32
Year 2021,Mar,0.35
Year 2021,Mar,0.34
Year 2021,Mar,0.425
Year 2021,Mar,0.45
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.38
Year 2021,Mar,0.275
Year 2021,Mar,0.27
Year 2021,Mar,0.25
Year 2021,Mar,0.27
Year 2021,Mar,0.275
Year 2021,Mar,0.295
Year 2021,Mar,0.3
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.3
Year 2021,Mar,0.32
Year 2021,Mar,0.385
Year 2021,Mar,0.43
Year 2021,Mar,0.385
Year 2021,Mar,0.465
Year 2021,Mar,0.45
Year 2021,Mar,0.43
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.375
Year 2021,Mar,0.295
Year 2021,Mar,0.295
Year 2021,Mar,0.27
Year 2021,Mar,0.275
Year 2021,Mar,0.295
Year 2021,Mar,0.32
Year 2021,Mar,0.34
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.385
Year 2021,Mar,0.38
Year 2021,Mar,0.325
Year 2021,Mar,0.44
Year 2021,Mar,0.47
Year 2021,Mar,0.46
Year 2021,Mar,0.475
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.38
Year 2021,Mar,0.375
Year 2021,Mar,0.32
Year 2021,Mar,0.3
Year 2021,Mar,0.275
Year 2021,Mar,0.295
Year 2021,Mar,0.32
Year 2021,Mar,0.325
Year 2021,Mar,0.33
Year 2021,Mar,0.325
Year 2021,Mar,0.365
Year 2021,Mar,0.365
Year 2021,Mar,0.4
Year 2021,Mar,0.48
Year 2021,Mar,0.425
Year 2021,Mar,0.41
Year 2021,Mar,0.455
Year 2021,Mar,0.475
Year 2021,Mar,0.455
Year 2021,Mar,0.43
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.345
Year 2021,Mar,0.32
Year 2021,Mar,0.295
Year 2021,Mar,0.3
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.385
Year 2021,Mar,0.395
Year 2021,Mar,0.455
Year 2021,Mar,0.44
Year 2021,Mar,0.48
Year 2021,Mar,0.43
Year 2021,Mar,0.4
Year 2021,Mar,0.47
Year 2021,Mar,0.475
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.38
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.35
Year 2021,Mar,0.345
Year 2021,Mar,0.3
Year 2021,Mar,0.3
Year 2021,Mar,0.325
Year 2021,Mar,0.325
Year 2021,Mar,0.385
Year 2021,Mar,0.46
Year 2021,Mar,0.46
Year 2021,Mar,0.495
Year 2021,Mar,0.47
Year 2021,Mar,0.475
Year 2021,Mar,0.465
Year 2021,Mar,0.46
Year 2021,Mar,0.475
Year 2021,Mar,0.455
Year 2021,Mar,0.43
Year 2021,Mar,0.425
Year 2021,Mar,0.4
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.33
Year 2021,Mar,0.33
Year 2021,Mar,0.34
Year 2021,Mar,0.32
Year 2021,Mar,0.345
Year 2021,Mar,0.325
Year 2021,Mar,0.4
Year 2021,Mar,0.435
Year 2021,Mar,0.475
Year 2021,Mar,0.48
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.475
Year 2021,Mar,0.455
Year 2021,Mar,0.455
Year 2021,Mar,0.45
Year 2021,Mar,0.425
Year 2021,Mar,0.405
Year 2021,Mar,0.4
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Mar,0.375
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.6
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.7
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.7
Year 2021,Apr,0.675
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.55
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.7
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.55
Year 2021,Apr,0.575
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.575
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.575
Year 2021,Apr,0.7
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.7
Year 2021,Apr,0.7
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.575
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.625
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.425
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.55
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.575
Year 2021,Apr,0.6
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.475
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.45
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.525
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.6
Year 2021,Apr,0.7
Year 2021,Apr,0.65
Year 2021,Apr,0.6
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.55
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.5
Year 2021,Apr,0.5
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.55
Year 2021,Apr,0.55
Year 2021,Apr,0.5
Year 2021,Apr,0.475
Year 2021,Apr,0.525
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.7
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.55
Year 2021,Apr,0.525
Year 2021,Apr,0.6
Year 2021,Apr,0.625
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.675
Year 2021,Apr,0.675
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.65
Year 2021,Apr,0.625
Year 2021,Apr,0.6
Year 2021,Apr,0.6
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,Apr,0.575
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7750001
Year 2021,May,0.7250001
Year 2021,May,0.7
Year 2021,May,0.6750001
Year 2021,May,0.6750001
Year 2021,May,0.6750001
Year 2021,May,0.6750001
Year 2021,May,0.7
Year 2021,May,0.7
Year 2021,May,0.6750001
Year 2021,May,0.6750001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.6750001
Year 2021,May,0.6750001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7250001
Year 2021,May,0.7
Year 2021,May,0.7250001
